use case,size,heap,user,collector,average_latency,min_latency,max_latency,percentile_90,percentile_95,percentile_99,throughput,error_rate,footprint,avgfootprintAfterFullGC,avgFreedMemoryByFullGC,avgfootprintAfterGC,avgFreedMemoryByGC,avgPause,minPause,maxPause,avgGCPause,avgFullGCPause,accumPause,fullGCPause,gcPause,gc_throughput,num_full_gc,num_minor_gc,freedMemoryPerMin,gcPerformance,fullGCPerformance,last_one_minutes_la,last_five_minutes_la,last_fifteen_minutes_la
Merge,50,100m,1000,UseSerialGC,62.60755629,0,4004,89,108,193,14335.21746,1.110996751,96.688,55.563,37.189,61.506,26.664,0.00433,0.0028,0.10812,0.00418,0.08164,371.7,14.04,357.66,89.62,172,85630,38364.29,6383.822,455.497,8.17,7.2,7.06
Merge,50,100m,1000,UseParallelGC,60.95962574,0,3843,131,222,541,14716.67499,1.296408542,99.5,53.888,14.709,60.673,31.84,0.00305,0.00186,0.25107,0.00284,0.05787,224.34,16.09,208.25,93.74,278,73218,39129.88,11194.635,254.165,7.32,7.85,7.81
Merge,50,100m,1000,UseG1GC,89.21688846,0,7104,131,178,287.99,10449.47144,2.699272235,100,NA,n.a.,57.162,17.934,0.00481,0.00056,0.04146,0.00481,n.a.,447.14,0,447.14,87.51,0,92998,27942.509,3729.895,n.a.,10.6,9.67,9.53
Merge,50,100m,1000,UseConcMarkSweepGC,63.22412864,0,4299,83,105,142,14307.3749,1.271542882,96.688,53.023,37.558,58.391,26.473,0.00258,0.00106,0.13699,0.00257,0.11389,221.23,0.46,220.78,93.82,4,85876,38093.566,10297.297,329.785,7.76,8.01,8.02
Merge,50,100m,500,UseSerialGC,33.13564654,0,1050,40,43,57,15027.51732,0,96.688,46.507,39.674,57.545,26.676,0.00374,0.00281,0.1095,0.0037,0.07813,339.5,3.98,335.52,90.52,51,90634,40534.475,7206.085,507.791,9.53,8.48,8.17
Merge,50,100m,500,UseParallelGC,32.27667443,0,332,42,45,64.99,15429.48596,0,99.5,45.514,20.888,56.761,31.939,0.00268,0.00207,0.22659,0.0026,0.0551,205.92,6.56,199.37,94.25,119,76784,41123.28,12301.246,379.114,6.76,7.59,7.85
Merge,50,100m,500,UseG1GC,43.17189596,0,1218,58,65,97,11553.9294,0,100,31,68,47.287,25.204,0.00401,0.00053,0.08454,0.00401,0.08454,295.69,0.08,295.6,91.74,1,73790,31161.888,6291.64,804.343,10.26,10.7,10.67
Merge,50,100m,500,UseConcMarkSweepGC,34.1061747,0,373,42,46,74,14610.35748,0,96.688,NA,n.a.,53.88,26.631,0.00227,0.00108,0.0522,0.00227,n.a.,200.74,0,200.74,94.39,0,88576,39524.865,11751.24,n.a.,8.02,8.04,8.08
Merge,50,100m,200,UseSerialGC,13.09806066,0,274,18,21,31.99,15199.25765,0,96.688,39.048,29.843,54.347,26.681,0.00334,0.00257,0.0924,0.00333,0.07142,306.64,1.71,304.93,91.44,24,91686,40998.019,8022.384,417.844,7.65,7.49,7.7
Merge,50,100m,200,UseParallelGC,13.10249271,0,371,20,24,39,15194.07594,0,99.5,39.671,26.333,53.984,31.954,0.00242,0.00193,0.16163,0.00237,0.05211,187.16,4.33,182.83,94.77,83,77235,41389.604,13498.885,505.302,8.09,7.83,7.75
Merge,50,100m,200,UseG1GC,17.26266328,0,459,27,42,109,11551.72494,0,100,NA,n.a.,42.299,27.055,0.00367,0.00051,0.03254,0.00367,n.a.,254.69,0,254.69,92.89,0,69366,31444.245,7368.438,n.a.,8.25,8.79,9
Merge,50,100m,200,UseConcMarkSweepGC,13.06311352,0,366,20,25,37,15238.2007,0,96.688,NA,n.a.,51.372,26.659,0.00189,0.00094,0.03547,0.00189,n.a.,173.63,0,173.63,95.15,0,91709,40964.465,14081.195,n.a.,7.18,7.52,7.73
Merge,50,100m,100,UseSerialGC,6.530213903,0,174,11,14,31,15218.60513,0,96.688,28.385,35.723,49.033,26.682,0.00276,0.00217,0.08779,0.00275,0.06703,254.87,0.94,253.93,92.94,14,92332,40928.866,9701.851,532.964,7.15,7.68,7.64
Merge,50,100m,100,UseParallelGC,6.886277528,0,187,11,14,25,14431.39214,0,99.5,29.124,36.259,48.596,31.957,0.00213,0.00168,0.17014,0.00209,0.05133,155.52,2.87,152.64,95.66,56,73017,39130.624,15286.471,706.452,7.66,7.09,6.91
Merge,50,100m,100,UseG1GC,7.439800223,0,210,13,16,43,13368.50388,0,100,NA,n.a.,39.826,47.68,0.00254,0.00052,0.0341,0.00254,n.a.,116.02,0,116.02,96.76,0,45611,36436.557,18744.106,n.a.,7.41,7.3,7.19
Merge,50,100m,100,UseConcMarkSweepGC,7.073495316,0,206,12,15,39,14062.8696,0,96.688,NA,n.a.,45.713,26.668,0.00168,0.00096,0.031,0.00168,n.a.,143.74,0,143.74,95.99,0,85397,38160.013,15843.608,n.a.,7.29,7.12,6.99
Merge,50,100m,50,UseSerialGC,3.531463442,0,117,7,9,23,14041.57716,0,96.688,14.94,17.015,40.409,26.687,0.00293,0.00229,0.05384,0.00293,0.04168,249.95,0.08,249.87,93.02,2,85226,38100.209,9102.334,408.261,7.74,7.37,7.2
Merge,50,100m,50,UseParallelGC,3.583775987,0,152,7,11,21.99,13834.19664,0,99.5,23.188,41.264,46.516,31.958,0.00202,0.00154,0.12199,0.00199,0.04918,141.93,1.87,140.06,96.04,38,70217,37625.045,16021.743,838.995,6.25,6.03,6.3
Merge,50,100m,50,UseG1GC,3.881028837,0,147,7,10,34.99,12788.50439,0,100,NA,n.a.,36.9,50.522,0.00236,0.00054,0.02555,0.00236,n.a.,97.71,0,97.71,97.27,0,41479,35110.883,21446.526,n.a.,6.56,6.83,6.95
Merge,50,100m,50,UseConcMarkSweepGC,3.655871886,0,138,7,10,24,13562.99825,0,96.688,NA,n.a.,42.698,26.671,0.00151,0.00087,0.02258,0.00151,n.a.,123.7,0,123.7,96.55,0,82104,36689.676,17702.927,n.a.,5.92,6.22,6.35
Merge,50,100m,1,UseSerialGC,0.2471594709,0,5,1,1,1,3715.876828,0,96.688,13.079,8003,28.238,26.685,0.0028,0.00154,0.05348,0.0028,0.03941,62.92,0.08,62.84,98.24,2,22448,10036.766,9532.161,198.334,0.69,0.76,0.82
Merge,50,100m,1,UseParallelGC,0.2416583769,0,999,1,1,1,3810.58676,0,99.5,11.908,963.5,27.971,31.97,0.00178,0.00125,0.14987,0.00177,0.10434,34.28,0.21,34.07,99.04,2,19242,10307.769,18056.277,9234.451,0.81,0.76,0.75
Merge,50,100m,1,UseG1GC,0.2563723043,0,998,1,1,1,3580.014582,0,100,NA,n.a.,34.954,52.268,0.00199,0.00056,0.04037,0.00199,n.a.,22.2,0,22.2,99.38,0,11155,9768.686,26263.265,n.a.,0.6,0.72,0.75
Merge,50,100m,1,UseConcMarkSweepGC,0.2414898326,0,7,1,1,1,3810.800876,0,96.688,NA,n.a.,27.079,26.679,0.00144,0.00107,0.01628,0.00144,n.a.,33.25,0,33.25,99.07,0,23013,10287.488,18467.75,n.a.,0.91,0.79,0.73
Merge,50,200m,1000,UseSerialGC,59.25812152,0,3349,104,190,484.97,14823.82662,1.270673927,193.375,54.246,117.888,96.075,53.333,0.00514,0.00353,0.12259,0.00509,0.10213,227.81,2.55,225.26,93.64,25,44276,39618.152,10483.006,1154.265,8.66,8.48,8.27
Merge,50,200m,1000,UseParallelGC,59.78515667,0,4520,76,83,124,15005.05556,1.018356555,199.5,54.823,77.655,95.336,64.944,0.0033,0.00235,0.17637,0.00324,0.0656,121.61,2.36,119.25,96.6,36,36808,40102.357,20045.38,1183.825,8.07,8.04,8.26
Merge,50,200m,1000,UseG1GC,65.65942305,0,4057,85,98.95,157.99,13790.41926,1.352646187,200,NA,n.a.,78.282,97.107,0.00503,0.00071,0.0362,0.00503,n.a.,113.12,0,113.12,96.84,0,22500,36607.936,19314.68,n.a.,8.52,8.74,8.66
Merge,50,200m,1000,UseConcMarkSweepGC,61.32488656,0,3592,85,129,266.99,14604.11213,1.449215186,193.375,NA,n.a.,89.196,53.257,0.00307,0.00115,0.04459,0.00307,n.a.,133.74,0,133.74,96.27,0,43521,38836.972,17330.932,n.a.,8.9,8.7,8.56
Merge,50,200m,500,UseSerialGC,31.10766264,0,1063,39,42,49,16021.32763,0,193.375,43.138,116.946,91.575,53.355,0.0042,0.00346,0.12064,0.00418,0.09449,201.46,1.13,200.33,94.37,12,47953,42885.298,12771.541,1237.642,9.11,8.51,8.54
Merge,50,200m,500,UseParallelGC,31.08930901,0,1035,40,43,61,16030.32991,0,199.5,42.304,79.581,89.775,65.374,0.00288,0.00227,0.13814,0.00285,0.05752,113.52,1.15,112.37,96.83,20,39455,43246.908,22954.148,1383.586,8.22,8.74,8.68
Merge,50,200m,500,UseG1GC,34.41556428,0,345,42,47,66,14498.41617,0,200,NA,n.a.,71.004,105.758,0.00392,0.00062,0.03458,0.00392,n.a.,86.17,0,86.17,97.59,0,21967,38924.525,26960.877,n.a.,8.4,8.65,8.88
Merge,50,200m,500,UseConcMarkSweepGC,32.01383981,0,353,39,42,68,15577.77273,0,193.375,NA,n.a.,85.486,53.318,0.00268,0.00114,0.0805,0.00268,n.a.,125.67,0,125.67,96.49,0,46893,41894.267,19895.663,n.a.,8.22,8.28,8.39
Merge,50,200m,200,UseSerialGC,12.09892376,0,268,17,20,24,16467.9786,0,193.375,35.591,104.753,89.285,53.363,0.00382,0.00324,0.11872,0.00381,0.08812,189.93,0.62,189.31,94.7,7,49732,44481.761,14018.65,1188.755,8.08,8.31,8.32
Merge,50,200m,200,UseParallelGC,12.37156894,0,305,18,23,127,16110.65267,0,199.5,35.904,81.787,86.522,65.329,0.00276,0.0022,0.14951,0.00273,0.0607,110.03,0.91,109.12,96.93,15,39901,43699.711,23887.802,1347.386,7.74,8.33,8.55
Merge,50,200m,200,UseG1GC,13.78597691,0,278,21,25,33,14466.9948,0,200,NA,n.a.,65.534,111.931,0.00324,0.00076,0.02721,0.00324,n.a.,67.72,0,67.72,98.11,0,20880,39159.444,34510.93,n.a.,10.01,9.33,9.26
Merge,50,200m,200,UseConcMarkSweepGC,12.83088053,0,375,17,21,160,15535.77341,0,193.375,NA,n.a.,81.06,53.34,0.00225,0.00108,0.03783,0.00225,n.a.,105.55,0,105.55,97.05,0,46970,41980.486,23735.471,n.a.,8.13,8.45,8.56
Merge,50,200m,100,UseSerialGC,6.483965403,0,272,11,14,31,15336.53467,0,193.375,14.2,36.405,43.556,53.374,0.00371,0.00329,0.05595,0.0037,0.04444,171.06,0.09,170.97,95.22,2,46150,41275.625,14407.386,819.137,7.33,7.68,7.86
Merge,50,200m,100,UseParallelGC,6.614095322,0,1011,10,14,34.99,15035.10448,0,199.5,18.127,35.066,86.837,65.403,0.00253,0.00203,0.12761,0.00252,0.09784,94.23,0.29,93.94,97.37,3,37207,40777.316,25904.272,358.397,7.08,7.34,7.31
Merge,50,200m,100,UseG1GC,7.250078961,0,1051,11,14,76,13731.97917,0,200,NA,n.a.,53.281,118.882,0.00306,0.00067,0.02889,0.00306,n.a.,57.17,0,57.17,98.4,0,18668,37183.559,38821.236,n.a.,7.48,7.49,7.51
Merge,50,200m,100,UseConcMarkSweepGC,6.663195305,0,170,11,17,46,14932.71546,0,193.375,NA,n.a.,75.493,53.342,0.00205,0.00107,0.04762,0.00205,n.a.,92.37,0,92.37,97.42,0,45135,40343.129,26064.686,n.a.,7.11,7.53,7.59
Merge,50,200m,50,UseSerialGC,3.29396204,0,204,6,9,27.99,15036.34183,0,193.375,14.005,36.001,35.611,53.374,0.00327,0.00285,0.06051,0.00327,0.0478,149,0.1,148.9,95.84,2,45540,40730.394,16323.627,753.208,7.17,7.37,7.37
Merge,50,200m,50,UseParallelGC,3.348957733,0,124,6,9,22,14789.69024,0,199.5,11.927,800,71.957,65.454,0.00227,0.00197,0.14493,0.00227,0.09699,82.66,0.19,82.46,97.69,2,36365,39883.297,28863.794,8248.532,6.89,6.87,6.81
Merge,50,200m,50,UseG1GC,3.81848164,0,193,6,9,22,12996.23745,0,200,NA,n.a.,44.467,118.95,0.00255,0.00066,0.0338,0.00255,n.a.,45.09,0,45.09,98.74,0,17703,35283.365,46704.694,n.a.,7.69,7.05,6.79
Merge,50,200m,50,UseConcMarkSweepGC,3.381014594,0,120,6,9,20.99,14654.96348,0,193.375,NA,n.a.,36.834,53.369,0.00196,0.00162,0.02353,0.00196,n.a.,86.13,0,86.13,97.59,0,43960,39312.343,27240.064,n.a.,6.57,6.35,6.45
Merge,50,200m,1,UseSerialGC,0.2385151886,0,6,1,1,1,3823.522371,0,193.375,12.519,10.936,25.955,53.368,0.003,0.00278,0.0556,0.00299,0.03622,34.25,0.07,34.18,99.04,2,11429,10220.572,17844.159,301.894,0.69,0.69,0.81
Merge,50,200m,1,UseParallelGC,0.2397101962,0,7,1,1,1,3838.955772,0,199.5,11.894,1138.5,26.364,65.391,0.00186,0.0017,0.12095,0.00184,0.08019,17.44,0.16,17.28,99.51,2,9385,10283.643,35523.623,13.864,0.92,0.73,0.72
Merge,50,200m,1,UseG1GC,0.2549137583,0,8,1,1,1,3610.204628,0,200,NA,n.a.,33.892,118.819,0.00202,0.00086,0.03434,0.00202,n.a.,9.86,0,9.86,99.72,0,4870,9695.797,58703.077,n.a.,0.68,0.73,0.73
Merge,50,200m,1,UseConcMarkSweepGC,0.2474263931,0,9,1,1,1,3705.790426,0,193.375,NA,n.a.,26.915,53.363,0.0023,0.00188,0.01897,0.0023,n.a.,25.56,0,25.56,99.29,0,11103,9927.794,23178.713,n.a.,0.51,0.59,0.67
Merge,50,500m,1000,UseSerialGC,58.26256725,0,4223,88,139,362.97,15255.37715,1.147213902,483.375,12.962,24.119,198.011,133.357,0.00677,0.00508,0.06635,0.00677,0.04595,122.57,0.09,122.48,96.58,2,18104,40460.674,19712.343,524.907,8.25,9,8.94
Merge,50,500m,1000,UseParallelGC,55.34966402,0,4654,74,91,191,15765.08934,1.068607991,499,27.576,95.817,190.686,162.205,0.00446,0.00307,0.13485,0.00444,0.08483,68.67,0.25,68.41,98.08,3,15410,41892.791,36535.866,1129.569,7.84,8.47,8.55
Merge,50,500m,1000,UseG1GC,62.66163698,0,3719,74,106,227.99,14230.67536,1.552159723,500,NA,n.a.,119.691,296.87,0.00586,0.00098,0.05289,0.00586,n.a.,44.32,0,44.32,98.76,0,7568,37647.225,50694.467,n.a.,8.87,8.67,8.84
Merge,50,500m,1000,UseConcMarkSweepGC,59.16968089,0,4077,85,129.95,482,15370.78681,1.062481649,483.375,NA,n.a.,179.597,133.134,0.00401,0.00129,0.0606,0.00401,n.a.,73.94,0,73.94,97.93,0,18442,41145.15,33207.744,n.a.,8.7,8.71,8.75
Merge,50,500m,500,UseSerialGC,30.2272399,0,287,40,41,45,16482.45348,0,483.375,12.79,16.356,61.724,133.365,0.00548,0.00488,0.07796,0.00548,0.04869,109.48,0.1,109.39,96.94,2,19963,44616.347,24339.01,335.899,9.42,9.06,8.99
Merge,50,500m,500,UseParallelGC,29.73810337,0,362,36,39,52,16761.38697,0,499,15.042,3190.5,137.209,164.286,0.00367,0.00312,0.07452,0.00366,0.05423,60.25,0.11,60.14,98.32,2,16438,45256.254,44900.888,57.455,9.3,9.19,9.37
Merge,50,500m,500,UseG1GC,32.43660826,0,292,40,43,57,15376.53382,0,500,NA,n.a.,63.358,297.887,0.00457,0.00095,0.05577,0.00457,n.a.,37.93,0,37.93,98.94,0,8304,41449.267,65220.714,n.a.,9.5,9.42,9.56
Merge,50,500m,500,UseConcMarkSweepGC,30.79680982,0,353,37,40,54,16187.1526,0,483.375,NA,n.a.,176.028,133.265,0.00328,0.00124,0.07482,0.00328,n.a.,63.62,0,63.62,98.22,0,19418,43365.141,40677.568,n.a.,8.78,8.77,8.74
Merge,50,500m,200,UseSerialGC,11.70399255,0,281,17,20,31,17021.28586,0,483.375,12.54,9043,49.4,133.372,0.00447,0.00408,0.05718,0.00447,0.04559,91.49,0.09,91.4,97.44,2,20444,45695.907,29830.989,193.706,9.59,9.14,8.98
Merge,50,500m,200,UseParallelGC,11.70042336,0,295,16,20,31,17026.53809,0,499,12.124,623,68.938,164.383,0.00292,0.00256,0.12089,0.00291,0.07772,48.27,0.16,48.12,98.65,2,16534,45547.302,56487.53,8016.47,8,7.95,8.04
Merge,50,500m,200,UseG1GC,13.60128717,0,326,18,23,32,14663.0749,0,500,NA,n.a.,54.948,298.706,0.00372,0.00116,0.04215,0.00372,n.a.,29.62,0,29.62,99.17,0,7968,39881.824,80340.915,n.a.,8.38,8.76,8.8
Merge,50,500m,200,UseConcMarkSweepGC,12.08479405,0,337,19,23,34,16489.62939,0,483.375,NA,n.a.,158.134,133.323,0.00298,0.00234,0.04023,0.00298,n.a.,58.44,0,58.44,98.37,0,19632,43864.276,44784.354,n.a.,7.87,8.56,8.89
Merge,50,500m,100,UseSerialGC,6.036262318,0,206,11,14,31,16467.90471,0,483.375,12.517,10.71,39.278,133.373,0.00394,0.00355,0.05312,0.00394,0.04039,78.52,0.08,78.44,97.81,2,19911,44502.989,33856.04,265.152,7.43,8.02,8.09
Merge,50,500m,100,UseParallelGC,6.159694953,0,193,9,12,21,16139.94726,0,499.5,12.04,584.5,55.325,165.252,0.0025,0.00219,0.09727,0.0025,0.06648,39.33,0.13,39.19,98.9,2,15701,43480.349,66197.802,8792.363,6.44,7.19,7.6
Merge,50,500m,100,UseG1GC,7.056904849,0,256,11,15,29,14104.69808,0,500,NA,n.a.,46.684,298.688,0.00329,0.00083,0.05239,0.00329,n.a.,25.33,0,25.33,99.29,0,7696,38518.229,90742.147,n.a.,7.8,7.86,8.01
Merge,50,500m,100,UseConcMarkSweepGC,6.165818496,0,181,9,12,21.99,16128.87457,0,483.375,NA,n.a.,36.992,133.359,0.00295,0.00251,0.04755,0.00295,n.a.,56.35,0,56.35,98.43,0,19124,42739.579,45255.249,n.a.,7.36,7.32,7.4
Merge,50,500m,50,UseSerialGC,3.184995607,0,150,5,8,18,15549.83486,0,483.375,18.324,69.375,38.343,133.373,0.00349,0.00309,0.05981,0.00348,0.05517,65.05,0.11,64.94,98.18,2,18660,41709.786,38326.494,1257.389,7.5,7.35,7.38
Merge,50,500m,50,UseParallelGC,3.172542944,0,126,5,9,19,15602.82445,0,499.5,12.015,580.5,46.237,165.391,0.00222,0.00197,0.08695,0.00222,0.06183,33.69,0.12,33.57,99.06,2,15145,41977.402,74623.245,9388.829,8.03,7.36,7.13
Merge,50,500m,50,UseG1GC,3.631078782,0,139,6,9,28,13659.70487,0,500,NA,n.a.,32.731,298.676,0.00287,0.00103,0.04089,0.00287,n.a.,21.22,0,21.22,99.41,0,7387,36971.904,103991.781,n.a.,6.03,6.89,7.07
Merge,50,500m,50,UseConcMarkSweepGC,3.293995674,0,122,6,8,23,15040.91518,0,483.375,NA,n.a.,30.418,133.358,0.00273,0.00239,0.05432,0.00273,n.a.,49.14,0,49.14,98.63,0,18024,40279.43,48914.145,n.a.,7.72,7.25,7.13
Merge,50,500m,1,UseSerialGC,0.2416956842,0,7,1,1,1,3810.296018,0,483.375,12.605,10.68,25.421,133.368,0.00327,0.00302,0.05256,0.00326,0.03647,15.16,0.07,15.08,99.58,2,4630,10350.062,40936.896,292.885,0.38,0.64,0.78
Merge,50,500m,1,UseParallelGC,0.2389730854,0,5,1,1,1,3824.842307,0,499.5,12.05,600,26.015,165.082,0.0019,0.00171,0.11952,0.00186,0.07995,7.05,0.16,6.89,99.8,2,3711,10266.99,88901.753,7505.024,0.58,0.59,0.62
Merge,50,500m,1,UseG1GC,0.2554524138,0,6,1,1,1,3593.414339,0,500,NA,n.a.,27.886,297.805,0.0024,0.00082,0.03669,0.0024,n.a.,4.68,0,4.68,99.87,0,1954,9752.924,124214.056,n.a.,0.75,0.75,0.73
Merge,50,500m,1,UseConcMarkSweepGC,0.2427062958,0,22,1,1,1,3783.790631,0,483.375,NA,n.a.,22.548,133.312,0.0041,0.00328,0.0365,0.0041,n.a.,18.86,0,18.86,99.47,0,4601,10280.541,32518.85,n.a.,0.72,0.72,0.73
Merge,50,1g,1000,UseSerialGC,55.68173845,0,3462,77.9,177,741.98,15571.93176,1.128778866,989.875,13.04,91.329,115.207,273.047,0.00703,0.00569,0.09635,0.00702,0.0645,63.87,0.13,63.74,98.22,2,9081,41562.64,38902.644,1415.897,7.96,8.79,8.97
Merge,50,1g,1000,UseParallelGC,54.22877349,0,4006,90,172,482,16162.72223,1.03252182,1022.5,13.13,622,256.212,335.416,0.00481,0.00356,0.09311,0.00479,0.07368,36.75,0.15,36.61,98.97,2,7638,42943.182,69983.449,8442.02,7.14,8.09,8.33
Merge,50,1g,1000,UseG1GC,61.72881556,0,3638,81,114,276,14436.22858,1.368746207,1024,NA,n.a.,115.574,609.19,0.00635,0.00188,0.04971,0.00635,n.a.,23.69,0,23.69,99.34,0,3734,38123.176,96001.531,n.a.,8.04,8.05,8.25
Merge,50,1g,1000,UseConcMarkSweepGC,56.73386809,0,3007,83,134,369.99,15285.32294,1.189050216,990.75,NA,n.a.,246.976,266.145,0.00638,0.00513,0.08152,0.00638,n.a.,58.25,0,58.25,98.37,0,9136,40756.866,41743.643,n.a.,8.43,8.58,8.65
Merge,50,1g,500,UseSerialGC,29.92983311,0,225,36,38,53.99,16651.65671,0,989.875,21.737,213.555,65.355,273.057,0.00564,0.00509,0.09602,0.00562,0.07937,54.99,0.16,54.83,98.46,2,9755,44652.941,48579.235,2690.751,9.27,9.06,8.89
Merge,50,1g,500,UseParallelGC,29.57359038,0,290,35,38,60,16842.71265,0,1023,15.85,3493.5,78.636,338.645,0.00339,0.00298,0.09578,0.00337,0.06637,27.16,0.13,27.03,99.24,2,8017,45507.525,100456.537,51.401,8.24,8.6,8.72
Merge,50,1g,500,UseG1GC,33.19226492,0,294,38,42,46,15025.72433,0,1024,NA,n.a.,56.126,610.771,0.00495,0.00153,0.05025,0.00495,n.a.,19.58,0,19.58,99.45,0,3956,40492.517,123417.811,n.a.,10.31,10.21,10.12
Merge,50,1g,500,UseConcMarkSweepGC,29.82070152,0,349,37,40,49,16717.0113,0,990.75,NA,n.a.,76.112,266.187,0.00545,0.00501,0.08272,0.00545,n.a.,54.76,0,54.76,98.47,0,10051,44844.946,48856.553,n.a.,9.15,8.65,8.78
Merge,50,1g,200,UseSerialGC,11.70756632,0,294,16,19,30,17013.37934,0,989.875,12.924,90.198,50.567,273.056,0.0045,0.00405,0.11289,0.00449,0.07078,44.72,0.14,44.57,98.75,2,9935,45463.816,60859.594,1274.387,8.5,8.66,8.65
Merge,50,1g,200,UseParallelGC,11.22984247,0,258,16,18,25,17729.58011,0,1023,13.081,689,59.119,338.67,0.00288,0.00257,0.09931,0.00287,0.0655,24.37,0.13,24.24,99.32,2,8446,47942.798,118005.612,10.273,6.89,7.58,7.85
Merge,50,1g,200,UseG1GC,12.83899151,0,351,17,21,29,15525.99657,0,1024,NA,n.a.,47.305,611.422,0.00423,0.00181,0.0535,0.00423,n.a.,17.16,0,17.16,99.52,0,4057,41573.542,144543.447,n.a.,10.02,9.48,9.48
Merge,50,1g,200,UseConcMarkSweepGC,12.26308201,0,313,17,21,29,16250.3207,0,990.75,NA,n.a.,46.928,266.191,0.00523,0.00404,0.04765,0.00523,n.a.,51.54,0,51.54,98.56,0,9846,43932.107,50854.78,n.a.,8.59,8.65,8.66
Merge,50,1g,100,UseSerialGC,6.040282489,0,176,10,14,39,16460.32646,0,989.875,22.258,213.072,48.535,273.059,0.00392,0.00354,0.10924,0.0039,0.08794,37.87,0.18,37.69,98.94,2,9665,44232.003,70023.186,2422.91,9.05,8.45,8.33
Merge,50,1g,100,UseParallelGC,5.958609994,0,183,9,12,22,16680.42406,0,1023.5,13.138,827,46.943,339.533,0.00242,0.00217,0.09507,0.00241,0.06715,18.9,0.13,18.76,99.47,2,7798,44374.888,141128.041,12.026,8.73,7.78,7.57
Merge,50,1g,100,UseG1GC,6.883990731,0,215,10,13,28,14453.54105,0,1024,NA,n.a.,41.35,611.438,0.00363,0.0013,0.04232,0.00363,n.a.,13.95,0,13.95,99.61,0,3848,39432.294,168634.04,n.a.,8.47,8.17,8.17
Merge,50,1g,100,UseConcMarkSweepGC,6.198477215,0,192,10,17,39.99,16043.51241,0,990.75,NA,n.a.,34.521,266.191,0.00507,0.00437,0.09122,0.00507,n.a.,49.12,0,49.12,98.63,0,9695,43256.468,52538.704,n.a.,8.5,8.6,8.22
Merge,50,1g,50,UseSerialGC,3.154522853,0,148,5,8,17,15689.06073,0,989.875,12.999,93.057,33.653,273.057,0.00354,0.00314,0.09339,0.00353,0.06034,32.27,0.12,32.15,99.1,2,9105,41674.917,77325.608,1542.152,6.87,7.2,7.32
Merge,50,1g,50,UseParallelGC,3.164328218,0,131,5,9,16,15645.2526,0,1023.5,13.068,724,39.56,339.685,0.00222,0.00198,0.08528,0.00221,0.06448,16.37,0.13,16.24,99.54,2,7359,41899.6,153945.02,10.964,6.86,7.13,7.23
Merge,50,1g,50,UseG1GC,3.520089872,0,160,6,9,21,14088.80832,0,1024,NA,n.a.,40.787,611.546,0.00327,0.00151,0.0397,0.00327,n.a.,12.19,0,12.19,99.66,0,3729,38214.321,187093.352,n.a.,7.51,7.85,7.95
Merge,50,1g,50,UseConcMarkSweepGC,3.212508168,0,204,5,8,16,15400.33201,0,990.75,NA,n.a.,28.164,266.189,0.00505,0.00422,0.05869,0.00505,n.a.,46.4,0,46.4,98.7,0,9195,41022.801,52747.56,n.a.,6.1,7.09,7.29
Merge,50,1g,1,UseSerialGC,0.241308738,0,8,1,1,1,3786.106869,0,989.875,14.875,91.571,28.119,273.046,0.00336,0.00301,0.09142,0.00331,0.05632,7.47,0.11,7.35,99.79,2,2219,10161.368,82403.819,1625.821,0.57,0.72,0.86
Merge,50,1g,1,UseParallelGC,0.2426120686,0,6,1,1,1,3765.011824,0,1023.5,13.185,894.5,26.449,338.883,0.00198,0.0017,0.08562,0.00191,0.06436,3.54,0.13,3.41,99.9,2,1784,10134.203,177474.787,13.573,0.69,0.72,0.73
Merge,50,1g,1,UseG1GC,0.2554191991,0,25,1,1,1,3579.0041,0,1024,NA,n.a.,33.61,607.091,0.00307,0.00151,0.03741,0.00307,n.a.,2.89,0,2.89,99.92,0,939,9560.395,197561.664,n.a.,0.51,0.57,0.62
Merge,50,1g,1,UseConcMarkSweepGC,0.2427880549,0,25,1,1,1,3765.909438,0,990.75,NA,n.a.,21.836,266.004,0.00558,0.00429,0.05607,0.00558,n.a.,12.56,0,12.56,99.65,0,2253,10047.951,47711.791,n.a.,0.72,0.68,0.68
Merge,50,4g,1000,UseSerialGC,57.36217214,0,4297,74,137,584.92,15382.71196,1.222550083,3959.5,24.954,427.275,149.844,1092.248,0.00799,0.00612,0.14904,0.00789,0.1143,17.81,0.23,17.58,99.5,2,2228,40793.001,138432.918,3738.258,8.46,8.63,8.6
Merge,50,4g,1000,UseParallelGC,57.24822954,0,3511,70,118,320.99,15483.70353,1.233659128,4094.5,20.261,5397.5,134.829,1352.983,0.00479,0.00343,0.10679,0.00472,0.07123,8.62,0.14,8.48,99.76,2,1798,40788.18,286907.925,73.998,8.04,8.41,8.47
Merge,50,4g,1000,UseG1GC,65.79019579,0,4222,74,80,169.99,13898.71734,1.515474093,4096,NA,n.a.,153.566,2416.859,0.00835,0.00371,0.04851,0.00835,n.a.,7.69,0,7.69,99.79,0,921,37328.327,289539.864,n.a.,7.4,8.17,8.55
Merge,50,4g,1000,UseConcMarkSweepGC,62.09012149,0,3292,110,172,333.99,14433.19895,1.455910095,4062.75,NA,n.a.,192.55,266.15,0.01683,0.00715,0.07838,0.01683,n.a.,145.12,0,145.12,95.95,0,8621,38440.047,15811.435,n.a.,8.82,9.2,9.35
